CustomerID,P Churn_Avg
1302-UHBDD,0.6815378422
4183-MYFRB,0.6812926645
7853-OETYL,0.6812755274
8709-KRDVL,0.6806748755
5122-CYFXA,0.6800389313
7365-BVCJH,0.679629981
2080-CAZNM,0.6792326634
7206-PQBBZ,0.6786841155
7714-YXSMB,0.6782568853
0682-USIXD,0.6779532545
9572-WUKSB,0.677520905
5501-TVMGM,0.6773521585
5339-PXDVH,0.6770565306
1226-IENZN,0.6768750476
5022-KVDQT,0.6762507997
8270-RKSAP,0.6761335207
1104-TNLZA,0.6754731941
4137-BTIKL,0.6752675964
2740-TVLFN,0.6745275778
3966-HRMZA,0.674427674
5666-CYCYZ,0.6743806616
9885-AIBVB,0.6742162149
5405-ZMYXQ,0.6730489435
0749-IRGQE,0.6723764593
1636-NTNCO,0.6714140514
0581-BXBUB,0.6713678352
4686-UXDML,0.6712976766
4299-SIMNS,0.6711084885
8695-ARGXZ,0.6706888744
6923-JHPMP,0.6706718285
3914-FDRHP,0.6704257045
3904-UKFRE,0.670411796
9133-AYJZG,0.6699822607
2187-PKZAY,0.6699372715
6339-YPSAH,0.6697386763
6034-YMTOB,0.6694430685
0447-RXSGD,0.6692923978
3453-RTHJQ,0.668296355
9355-NPPFS,0.6654725292
3312-UUMZW,0.6650964115
7379-FNIUJ,0.6647222697
1307-ATKGB,0.6646643858
6519-CFDBX,0.6645191814
3518-PZXZQ,0.6640259618
1016-DJTSV,0.6636262057
0315-LVCRK,0.6635821525
9058-MJLZC,0.6621625864
3956-MGXOG,0.6614484234
3717-OEAUQ,0.6604113169
4291-SHSBH,0.6574246434
6522-YRBXD,0.6568652024
8486-AYEQH,0.6564539727
2325-NBPZG,0.6554614286
1580-BMCMR,0.6552677479
9494-MRNYX,0.6551363511
5271-DBYSJ,0.6543137475
9752-ZNQUT,0.6536766912
5599-HVLTW,0.652997804
4741-WWJQZ,0.6529410047
3597-MVHJT,0.6529095376
6127-IYJOZ,0.6527402522
3050-GBUSH,0.6525617161
3223-DWFIO,0.6512793714
8818-DOPVL,0.6512142497
3588-WSTTJ,0.650729165
0921-OHLVP,0.6503759757
5453-AXEPF,0.6494914555
0428-IKYCP,0.6488893493
5857-TYBCJ,0.6485651926
4480-QQRHC,0.6482770647
8648-PFRMP,0.6479936675
5226-NOZFC,0.6475338735
8104-OSKWT,0.6467567339
2603-HVKCG,0.6461872466
4367-NHWMM,0.6456170612
9398-MMQTO,0.6453487425
6185-TASNN,0.6440341011
6212-ATMLK,0.6438524712
5879-SESNB,0.643147907
5044-LRQAQ,0.64187698
4373-VVHQL,0.6414573022
1730-ZMAME,0.6409663821
2322-VCZHZ,0.6405501793
5899-OUVKV,0.6396957656
0093-EXYQL,0.6389451825
0570-BFQHT,0.6386666608
6719-OXYBR,0.6383879491
0248-IPDFW,0.6381570214
6559-PDZLR,0.6379619938
0988-JRWWP,0.6378097746
7537-RBWEA,0.6377276365
3384-CTMSF,0.6377005994
4998-IKFSE,0.636664783
9167-APMXZ,0.6366561997
5630-IXDXV,0.6364760453
2203-GHNWN,0.6363122665
9903-LYSAB,0.636293746
5916-QEWPT,0.6357462877
2637-FKFSY,0.6357211091
2507-QZPQS,0.6355065919
8705-WZCYL,0.6354259626
5606-AMZBO,0.6351912393
7801-KICAO,0.6350660531
4706-DGAHW,0.634760335
7852-LECYP,0.6345553125
8819-IMISP,0.6332856872
5439-WIKXB,0.6331716618
4238-JSSWH,0.6331650474
2495-KZNFB,0.632703616
2916-BQZLN,0.6325913429
0224-RLWWD,0.6325527924
2831-EBWRN,0.6316991091
9714-EDSUC,0.6311340975
5016-IBERQ,0.6308623931
8584-KMVXD,0.6301132986
5605-IYGFG,0.6296415312
2739-CACDQ,0.6279708042
2974-GGUXS,0.6278017179
2604-IJPDU,0.6277906998
2692-BUCFV,0.6275018365
0899-LIIBW,0.6270752341
1658-TJVOA,0.6260126429
8543-MSDMF,0.625211675
0410-IPFTY,0.6251801784
5035-BVCXS,0.6248171985
2792-LSHWX,0.6245538906
0958-YHXGP,0.6244751332
5650-YLIBA,0.6241281701
9274-UARKJ,0.6238812134
9921-QFQUL,0.6220739085
3196-NVXLZ,0.6216173261
9506-UXUSK,0.6215481923
2523-EWWZL,0.6212527738
3771-PZOBW,0.6210132208
3234-VKACU,0.6206289573
9552-TGUZV,0.6199624212
0491-KAPQG,0.6196931821
0376-OIWME,0.6190917313
9743-DQKQW,0.6188401292
8224-DWCKX,0.6183295415
5365-LLFYV,0.6182702994
3312-ZWLGF,0.6175878228
1335-NTIUC,0.617451509
2800-QQUSO,0.6167194054
7460-ITWWP,0.6162436287
9053-EJUNL,0.6161357784
0869-PAPRP,0.6159425782
5133-POWUA,0.6157858202
3703-KBKZP,0.6152165474
9944-AEXBM,0.6146587672
4128-ETESU,0.6145332794
5533-NHFRF,0.6143027774
4236-UJPWO,0.6142182344
7508-SMHXL,0.6141958109
9529-OFXHY,0.6136325959
7586-ZATGZ,0.6135442567
1319-YLZJG,0.6132931426
8212-CRQXP,0.6131243152
5968-VXZLG,0.6130931599
9129-UXERG,0.6130538623
0577-WHMEV,0.6130197605
5019-GQVCR,0.6129186313
1194-HVAIF,0.6125067948
3566-HJGPK,0.6117141072
5482-VXSXJ,0.6116296455
2697-NQBPF,0.6111881967
0581-MDMPW,0.610812444
2347-WKKAE,0.6108005681
9432-VOFYX,0.6104775435
3853-LYGAM,0.6096694346
1173-NOEYG,0.6089242712
5960-MVTUK,0.608612835
1536-HBSWP,0.6085945322
8645-KWHJO,0.6085241939
3798-EPWRR,0.6082759536
1818-ESQMW,0.6081499546
8778-LMWTJ,0.6075566047
6217-TOWGS,0.6070929985
8720-RQSBJ,0.6068825666
0082-OQIQY,0.6068822279
7048-GXDAY,0.6067903847
1482-OXZSY,0.6066494096
8710-YGLWG,0.6064156023
7077-XJMET,0.6059379996
4546-FOKWR,0.6054546641
4760-THGOT,0.6051017875
8849-AYPTR,0.6048077347
0411-EZJZE,0.6046563014
9026-LHEVG,0.6045562306
5647-FXOTP,0.6041353356
3211-AAPKX,0.6032840623
0221-WMXNQ,0.60237672
7020-OZKXZ,0.6009429433
9620-ENEJV,0.6002201497
0439-IFYUN,0.5999765221
4553-DVPZG,0.5995998059
7176-WIONM,0.5990972236
6994-KERXL,0.5986134104
9796-BPKIW,0.5985742969
4581-LNWUM,0.5982292258
2675-OTVVJ,0.5978458165
0141-YEAYS,0.5978126099
7901-HXJVA,0.5975453402
3088-LHEFH,0.5959525974
6907-FLBER,0.5955834771
7978-DKUQH,0.5952637293
8563-OYMQY,0.59523227
6339-DKLMK,0.5949967243
3481-JHUZH,0.5944550103
5626-MGTUK,0.5944548944
9927-DSWDF,0.5941528654
3002-WQZWT,0.5940080612
2675-DHUTR,0.5936881758
2832-KJCRD,0.5934619489
1845-ZLLIG,0.5930764702
1384-RCUXW,0.5918375926
6481-ESCNL,0.5916096854
9508-ILZDG,0.5913076857
8950-MTZNV,0.5909702009
1304-BCCFO,0.5903728124
7126-RBHSD,0.5901145054
5760-FXFVO,0.5891248719
9699-UBQFS,0.5890862489
8012-SOUDQ,0.5890645076
2070-XYMFH,0.5887001187
6048-QBXKL,0.5881417703
1013-QCWAM,0.5880644513
7284-BUYEC,0.586861617
7562-UXTPG,0.5865504534
6778-YSNIH,0.5863402402
8189-XRIKE,0.5863170531
2823-LKABH,0.5855477047
9168-INPSZ,0.5853303104
7339-POGZN,0.5847916149
6260-ONULR,0.5841721388
8167-GJLRN,0.5839783512
5153-RTHKF,0.5835988471
6537-QLGEX,0.5834635818
1478-VPOAD,0.5826970908
3413-BMNZE,0.5819252382
0650-BWOZN,0.5815396256
9518-XXBXE,0.5806067793
4360-PNRQB,0.580186978
1833-TCXKK,0.5798111491
7011-CVEUC,0.579046873
1769-GRUIK,0.5785941847
8490-BXHEO,0.5785321512
0641-EVBOJ,0.5777163875
7658-UYUQS,0.5774498765
8990-ZXLSU,0.5771069104
7030-NJVDP,0.5770485959
9576-SYUHJ,0.5763315759
5144-TVGLP,0.5759814975
0867-LDTTC,0.5755646464
2971-SGAFL,0.5754679
6458-CYIDZ,0.5752657387
7442-YGZFK,0.5749938959
4537-DKTAL,0.5746214841
1469-LBJQJ,0.5746180311
7967-HYCDE,0.5744091624
3737-XBQDD,0.5743029056
5461-QKNTN,0.5738335697
1346-UFHAX,0.5736812838
3955-JBZZM,0.5726984285
1910-FMXJM,0.572314701
1942-OQFRW,0.5719556995
0666-UXTJO,0.5717259284
1550-EENBN,0.5709188307
2921-XWDJH,0.5708222649
3278-FSIXX,0.5706262344
6078-VESFR,0.5706260462
7567-ECMCM,0.5705480664
4065-JJAVA,0.5703265315
3352-ALMCK,0.5702781277
4526-ZJJTM,0.5701003884
2712-SYWAY,0.5697459623
2694-CIUMO,0.5694239031
6599-SFQVE,0.5692281604
5609-IMCGG,0.5682691923
2018-QKYGT,0.5671725725
8785-CJSHH,0.5670431349
2501-XWWTZ,0.565401865
3714-NTNFO,0.5648899374
9638-JIQYA,0.5637044358
1391-UBDAR,0.5630703829
0114-PEGZZ,0.5628010274
1728-BQDMA,0.5626246482
0374-IOEGQ,0.5624710313
2122-YWVYA,0.5615106485
9667-TKTVZ,0.5614936476
5222-IMUKT,0.5607417784
7901-TBKJX,0.5605870993
3569-EDBPQ,0.560271898
1608-GMEWB,0.5590956254
3692-JHONH,0.5585004878
8676-OOQEJ,0.5581854946
2227-JRSJX,0.5577419371
5950-AAAGJ,0.5574579603
6377-WHAOX,0.5568698935
9992-UJOEL,0.5568618552
1035-IPQPU,0.5568072534
4062-HBMOS,0.5567679956
6862-CQUMB,0.5566869215
5886-VLQVU,0.5560918296
9261-WDCAF,0.5558027291
7982-VCELR,0.5551792607
5419-JKZNQ,0.5551450381
6582-OIVSP,0.5542671583
2476-YGEFM,0.554232272
0096-BXERS,0.5539793179
3733-LSYCE,0.5536490607
2209-XADXF,0.5536479264
3587-PMCOY,0.553507103
8456-QDAVC,0.5532623242
3716-UVSPD,0.5531126928
2277-VWCNI,0.5530718381
0541-FITGH,0.553032181
7277-OZCGZ,0.5524875499
5175-WLYXL,0.5523509033
7410-OIEDU,0.5522944595
3995-WFCSM,0.5520400803
5129-JLPIS,0.5517595706
9895-VFOXH,0.5517586531
3961-SXAXY,0.5515941288
4570-QHXHL,0.5513488747
9450-TRJUU,0.5507750216
1471-GIQKQ,0.5505860029
9365-SRSZE,0.5503477738
7924-GJZFI,0.5499575864
6259-WJQLC,0.549623467
6635-CPNUN,0.5495193022
8286-AFUYI,0.5492048258
1399-UBQIU,0.5492045888
8158-WPEZG,0.5491368523
7233-DRTRF,0.5488865129
5895-QSXOD,0.5485893465
5543-QDCRY,0.5479939497
3014-WJKSM,0.5479904727
7252-NTGSS,0.5479709443
6650-VJONK,0.5477122146
5712-AHQNN,0.5475656898
6693-FRIRW,0.5468083749
1685-BQULA,0.5463590502
2874-YXVVA,0.5458789414
4223-WOZCM,0.5451536899
6888-SBYAI,0.5443201521
9169-BSVIN,0.544305658
9469-WEJBT,0.5442691375
0599-XNYDO,0.5425656497
8630-FJLIB,0.5423584691
9214-EKVXR,0.5421101679
2960-NKRSO,0.5419981821
2272-UOINI,0.5419625115
7181-OQCUT,0.5417276439
6243-OZGFH,0.541224709
0829-XXPLX,0.5410428393
9631-XEYKE,0.5410372927
8404-GFGCZ,0.5408766626
0177-PXBAT,0.5406503066
2038-LLMLM,0.5404970236
7754-IXRMC,0.5401931877
7404-JLKQG,0.5397526694
9272-LSVYH,0.5395638287
4727-MCYZG,0.5392313885
2582-FFFZR,0.5378334772
2573-GYRUU,0.5377634098
6729-GDNGC,0.5377291421
7129-CAKJW,0.5371058887
2105-PHWON,0.5371002038
9793-WECQC,0.5369738648
3439-GVUSX,0.5367289402
4646-QZXTF,0.5363324175
5055-MGMGF,0.5361128716
4257-GAESD,0.5358118205
0374-AACSZ,0.5356955684
2275-RBYQS,0.5348902885
8654-DHAOW,0.5347040293
2041-JIJCI,0.5343761148
2786-GCDPI,0.534023334
6985-HAYWX,0.533946232
3987-KQDDU,0.5339429156
6741-EGCBI,0.5332251707
6416-YJTTB,0.5327891562
9108-EJFJP,0.5327151816
9777-WJJPR,0.5325696436
0585-EGDDA,0.5323573513
4636-JGAAI,0.5321539199
5312-UXESG,0.5320228222
7401-RUBNK,0.5319986573
8757-TFHHJ,0.5312108286
6745-JEFZB,0.530916051
5404-GGUKR,0.5307719725
4931-TRZWN,0.5305554059
8993-IZEUX,0.5298253344
5948-UJZLF,0.5297300808
1101-SSWAG,0.5295623529
2040-VZIKE,0.5295602939
8160-HOWOX,0.5294533363
9281-OFDMF,0.5291035047
8751-EDEKA,0.528691353
0082-LDZUE,0.5284935384
2378-VTKDH,0.5280897063
4465-VDKIQ,0.5276229708
7312-XSBAT,0.5262203289
9278-VZKCD,0.5261737403
6075-SLNIL,0.5261721805
1941-HOSAM,0.5260892763
9681-KYGYB,0.5254665014
7813-ZGGAW,0.5254259969
7318-EIVKO,0.5250491265
3969-GYXEL,0.5248731908
8782-LKFPK,0.5247751827
4948-WBBKL,0.5247738626
0730-KOAVE,0.5245303431
6158-HDPXZ,0.5240341249
0822-QGCXA,0.5238625601
4273-MBHYA,0.5235219084
9732-EQMWY,0.5231549522
7268-IGMFD,0.5230111117
6362-QHAFM,0.5229200862
8544-GOQSH,0.5224590674
0365-GXEZS,0.5224300381
3466-RITXD,0.5221368671
9029-FEGVJ,0.5217199949
3503-TYDAY,0.5209901005
2761-XECQW,0.5207854884
8468-EHYJA,0.5207467631
9708-HPXWZ,0.5206887948
4343-EJVQB,0.520565744
6233-HXJMX,0.5202136639
0430-IHCDJ,0.5199515512
3522-CDKHF,0.5199074738
4824-GUCBY,0.5196045341
7055-HNEOJ,0.5192384236
5213-TWWJU,0.5191024164
5392-AKEMH,0.5187648042
4619-EVPHY,0.5184730881
7129-ACFOG,0.5183165965
8118-TJAFG,0.518256599
0212-ISBBF,0.518228972
6557-BZXLQ,0.5179160744
6817-WTYHE,0.5178741592
2587-EKXTS,0.5174606732
6257-RJOHI,0.5166050904
8180-AKMJV,0.5160181095
1635-FJFCC,0.5158000683
6133-OZILE,0.515573988
6591-QGOYB,0.5154300314
4811-JBUVU,0.5154061318
3855-ONCAR,0.5152538039
3323-CPBWR,0.5151792897
4391-LNRXK,0.5151604293
8272-ONJLV,0.5151311225
2373-NTKOD,0.5147341864
6542-LWGXJ,0.5143225555
3191-CSNMG,0.5138057344
3082-VQXNH,0.5135985007
0118-JPNOY,0.5135721125
3197-ARFOY,0.5132069745
9356-AXGMP,0.5128772327
2692-PFYTJ,0.5117208797
6704-UTUKK,0.5106995666
1228-ZLNBX,0.5099995755
3005-TYFRD,0.5099410101
9643-YBLUR,0.5096175323
4080-IIARD,0.509390255
8896-BQTTI,0.5084779195
9348-YVOMK,0.508367689
9819-FBNSV,0.508166143
0929-HYQEW,0.507283772
9643-AVVWI,0.5070991166
7798-JVXYM,0.5068428824
5649-RXQTV,0.5063474627
4061-UKJWL,0.5060411035
3956-CJUST,0.5059984424
2988-PLAHS,0.5055726022
8058-DMYRU,0.5050394263
1421-HCERK,0.5049897774
2085-BOJKI,0.504882579
6646-JPPHA,0.5047133723
7529-ZDFXI,0.5041004641
7326-RIGQZ,0.5039295369
3094-JOJAI,0.5037715422
0015-UOCOJ,0.5036855782
7895-VONWT,0.5036841043
6402-EJMWF,0.5032691308
7975-TZMLR,0.5015865858
5146-CBVOE,0.5012765986
8660-BUETV,0.501198136
4860-IJUDE,0.5007159635
9244-ZVAPM,0.5002813463
5356-CSVSQ,0.4996858973
2273-QCKXA,0.4994398469
4718-DHSMV,0.4992966621
6199-IWKGC,0.4991216409
7814-LEEVE,0.498877389
1100-DDVRV,0.4988409064
8404-FYDIB,0.4984831533
2103-ZRXFN,0.4983484135
1442-BQPVU,0.4976168553
2360-RDGRO,0.4974610959
6652-YFFJO,0.4966290726
0106-GHRQR,0.4962487476
5118-MUEYH,0.4959334457
0975-VOOVL,0.4958786155
2480-JZOSN,0.4957274737
7929-DMBCV,0.4948393209
6656-JWRQX,0.4945658679
6988-CJEYV,0.4937747871
9812-GHVRI,0.4937014656
2049-BAFNW,0.4936510134
2277-DJJDL,0.493648746
5302-BDJNT,0.4934197918
3665-JATSN,0.4927551811
2672-OJQZP,0.4923273958
1622-HSHSF,0.4923240202
5173-WXOQV,0.4919241606
4026-SKKHW,0.4911171493
1763-WQFUK,0.4906437707
4220-TINQT,0.4903611868
7855-DIWPO,0.4898903554
9774-NRNAU,0.4898707762
7850-VWJUU,0.4898302872
6135-OZQVA,0.4895872087
7718-RXDGG,0.4892342588
2181-UAESM,0.4890919042
0468-YRPXN,0.4887620778
5331-RGMTT,0.4887186693
1816-FLZDK,0.487788192
1261-FWTTE,0.4870700228
2465-BLLEU,0.4859547587
6692-YQHXC,0.4858944936
2455-USLMV,0.4857359355
4439-YRNVD,0.4838802704
4661-NJEUX,0.4837119337
3452-ABWRL,0.4836757729
9979-RGMZT,0.4832064406
1548-FEHVL,0.4827107687
9822-WMWVG,0.4825699516
1307-TVUFB,0.4825040892
4329-YPDDQ,0.4817152822
8564-LDKFL,0.4814449101
7272-QDCKA,0.4814014397
0708-LGSMF,0.481232251
4307-KWMXE,0.4808297508
6807-SIWJI,0.4808222178
3351-NGXYI,0.4804876661
1552-AAGRX,0.4803030711
8695-WDYEA,0.4801111135
0623-GDISB,0.4800631864
8982-NHAVY,0.4796061059
0311-QYWSS,0.4794699786
6486-LHTMA,0.4791603773
8885-QSQBX,0.4783426197
3717-LNXKW,0.4783258731
3842-QTGDL,0.478196466
9584-EXCDZ,0.4780036983
5371-VYLSX,0.4779336996
7009-LGECI,0.4777925072
1728-CXQBE,0.4773400219
0463-ZSDNT,0.4771729388
8887-IPQNC,0.4769126291
5981-ZVXOT,0.4762290313
1436-ZMJAN,0.4750262456
8805-JNRAZ,0.474905054
3761-FLYZI,0.4748363086
3797-FKOGQ,0.4743526001
5999-LCXAO,0.4737302296
1928-BXYIV,0.4730047161
0670-KDOMA,0.4728180861
0380-NEAVX,0.472640889
8313-KTIHG,0.4720927632
4724-WXVWF,0.471766617
8262-COGGB,0.47159523
0531-ZZJWQ,0.4715289471
5816-QVHRX,0.4710961767
2607-FBDFF,0.4707094778
1357-BIJKI,0.4705882706
9919-YLNNG,0.47057242
4680-KUTAJ,0.4705069664
4983-CLMLV,0.4700357572
7794-JASDG,0.4698102256
3594-KADLU,0.469248325
9626-WEQRM,0.4690704153
9003-CPATH,0.4689965999
2081-KJSQF,0.4684773901
5906-BFOZT,0.4676081438
1215-VFYVK,0.4675601402
1310-QRITU,0.466538812
4993-JCRGJ,0.4659357237
6173-GOLSU,0.4659205961
5973-EJGDP,0.4654423601
2207-QPJED,0.465264354
2782-LFZVW,0.4652483724
2669-OIDSD,0.4651315549
6629-LADHQ,0.4649983732
6578-KRMAW,0.464784123
6145-NNPNO,0.4646488322
7130-YXBRO,0.4645856421
4146-SVFUD,0.4643120123
9522-BNTHX,0.464205352
6710-HSJRD,0.4640439437
6128-AQBMT,0.4622935429
3349-ANQNH,0.4622511272
5839-SUYVZ,0.4621116446
